track_id,genre,subgenres
001073,Experimental,"['Experimental', 'Audio Collage']"
001075,Experimental,"['Experimental', 'Audio Collage']"
001082,International,['International']
001083,Experimental,"['Avant-Garde', 'Experimental']"
001087,Rock,['Rock']
001102,Rock,['Rock']
001193,Folk,['Folk']
001195,Folk,['Folk']
001196,Folk,['Folk']
001197,Folk,['Folk']
001249,Experimental,"['Noise', 'Experimental']"
001259,Experimental,"['Noise', 'Experimental']"
001270,Rock,"['Punk', 'Rock']"
001276,Experimental,"['Experimental', 'Audio Collage']"
001277,Experimental,"['Experimental', 'Audio Collage']"
001278,Experimental,"['Experimental', 'Audio Collage']"
001417,Rock,['Rock']
001427,Rock,['Rock']
001443,Experimental,"['Experimental', 'Drone']"
001482,Electronic,['Electronic']
001510,Experimental,"['Noise', 'Experimental']"
001544,Folk,"['Psych-Folk', 'Folk']"
001642,Pop,['Pop']
001644,Pop,['Pop']
001649,Pop,['Pop']
001661,Pop,['Pop']
001663,Pop,['Pop']
001666,Pop,['Pop']
001673,Experimental,"['Experimental', 'Field Recordings']"
001680,International,['International']
001681,International,['International']
001682,International,['International']
001683,International,['International']
001684,International,['International']
001685,International,['International']
001686,International,['International']
001687,International,['International']
001688,International,['International']
001689,International,['International']
001701,Folk,['Folk']
001702,Folk,['Folk']
001703,Folk,['Folk']
001704,Folk,['Folk']
001706,Rock,['Rock']
001720,Rock,"['Psych-Rock', 'Rock']"
001732,Experimental,['Experimental']
001733,Experimental,['Experimental']
001735,Experimental,['Experimental']
001736,Experimental,['Experimental']
001883,Rock,['Rock']
001891,Rock,['Rock']
001893,Folk,['Folk']
001924,Folk,['Folk']
001925,Folk,['Folk']
001929,Experimental,"['Avant-Garde', 'Experimental']"
001930,Rock,"['Progressive', 'Rock']"
002012,Experimental,"['Noise', 'Experimental']"
002096,Experimental,['Experimental']
002097,Folk,['Folk']
002099,Pop,"['Pop', 'Experimental Pop']"
003263,Folk,['Folk']
003264,Folk,['Folk']
003265,Folk,['Folk']
003266,Folk,['Folk']
003270,Folk,['Folk']
003271,Folk,['Folk']
003272,Folk,['Folk']
003273,Folk,['Folk']
003274,Folk,['Folk']
003492,Rock,['Rock']
003532,Pop,"['Pop', 'Experimental Pop']"
003533,Pop,"['Pop', 'Experimental Pop']"
003534,Pop,"['Pop', 'Experimental Pop']"
003535,Pop,"['Pop', 'Experimental Pop']"
003537,Pop,"['Pop', 'Experimental Pop']"
003538,Pop,"['Pop', 'Experimental Pop']"
003573,Electronic,['Electronic']
003598,Folk,['Folk']
003624,Rock,"['Post-Punk', 'Rock', 'Punk']"
003707,Folk,['Folk']
003708,Folk,['Folk']
003720,Rock,"['Psych-Rock', 'Loud-Rock', 'Rock', 'Noise-Rock']"
003721,Rock,"['Psych-Rock', 'Loud-Rock', 'Rock', 'Noise-Rock']"
003722,Rock,"['Psych-Rock', 'Loud-Rock', 'Rock', 'Noise-Rock']"
003724,Rock,"['Psych-Rock', 'Loud-Rock', 'Rock', 'Noise-Rock']"
003725,Rock,"['Psych-Rock', 'Loud-Rock', 'Rock', 'Noise-Rock']"
003761,Rock,"['Post-Rock', 'Rock']"
003762,Rock,"['Post-Rock', 'Rock']"
003763,Rock,"['Post-Rock', 'Rock']"
003765,Rock,"['Post-Rock', 'Rock']"
003766,Rock,"['Post-Rock', 'Rock']"
003775,International,"['International', 'Polka', 'Latin America']"
003776,International,"['International', 'Polka', 'Latin America']"
003777,International,"['International', 'Polka', 'Latin America']"
003778,International,"['International', 'Polka', 'Latin America']"
003779,International,"['International', 'Polka', 'Latin America']"
003832,Folk,['Folk']
003833,Rock,['Rock']
003840,Rock,['Rock']
003880,Folk,['Folk']
003895,International,"['International', 'Balkan']"
003896,International,"['International', 'Balkan']"
003904,Folk,['Folk']
003905,Folk,['Folk']
003906,Folk,['Folk']
003908,Folk,['Folk']
003909,Folk,['Folk']
003910,Folk,['Folk']
003911,Folk,['Folk']
003912,Folk,['Folk']
003913,Folk,['Folk']
003920,Folk,['Folk']
003921,Folk,['Folk']
003950,Rock,"['Rock', 'Garage']"
004013,Folk,['Folk']
004017,Folk,['Folk']
004022,Rock,"['Punk', 'Rock', 'Hardcore']"
004037,Folk,"['Folk', 'Singer-Songwriter']"
004066,Folk,"['Psych-Folk', 'Folk']"
004067,Folk,"['Psych-Folk', 'Folk']"
004068,Folk,"['Psych-Folk', 'Folk']"
004069,Folk,"['Psych-Folk', 'Folk']"
004070,International,"['International', 'Latin America']"
004071,International,"['International', 'Latin America']"
004072,International,"['International', 'Latin America']"
004073,International,"['International', 'Latin America']"
004074,International,"['International', 'Latin America']"
004075,International,"['International', 'Latin America']"
004076,International,"['International', 'Latin America']"
004077,International,"['International', 'Latin America']"
004078,International,"['International', 'Latin America']"
004079,International,"['International', 'Latin America']"
004080,International,"['International', 'Latin America']"
004091,International,"['International', 'Polka', 'Balkan', 'Europe']"
004092,International,"['International', 'Polka', 'Balkan', 'Europe']"
004093,International,"['International', 'Polka', 'Balkan', 'Europe']"
004094,International,"['International', 'Polka', 'Balkan', 'Europe']"
004095,International,"['International', 'Polka', 'Balkan', 'Europe']"
004096,International,"['International', 'Polka', 'Balkan', 'Europe']"
004097,International,"['International', 'Polka', 'Balkan', 'Europe']"
004098,International,"['International', 'Polka', 'Balkan', 'Europe']"
004099,International,"['International', 'Polka', 'Balkan', 'Europe']"
004100,International,"['International', 'Polka', 'Balkan', 'Europe']"
004101,International,"['International', 'Polka', 'Balkan', 'Europe']"
004102,International,"['International', 'Polka', 'Balkan', 'Europe']"
004103,International,"['International', 'Polka', 'Balkan', 'Europe']"
004108,Rock,['Rock']
004232,International,"['International', 'African', 'Middle East']"
004233,International,"['International', 'African', 'Middle East']"
004234,International,"['International', 'African', 'Middle East']"
004235,International,"['International', 'African', 'Middle East']"
004236,International,"['International', 'African', 'Middle East']"
004239,International,"['International', 'African', 'Middle East']"
004450,Folk,['Folk']
004507,International,"['International', 'French']"
004508,International,"['International', 'French']"
004509,International,"['International', 'French']"
004510,International,"['International', 'French']"
004511,International,"['International', 'French']"
004519,Electronic,['Electronic']
004520,Electronic,['Electronic']
004521,Electronic,['Electronic']
004522,Electronic,['Electronic']
004682,Hip-Hop,['Hip-Hop']
004684,Hip-Hop,['Hip-Hop']
004685,Hip-Hop,['Hip-Hop']
004688,Hip-Hop,['Hip-Hop']
004777,Rock,['Rock']
004778,Rock,['Rock']
004779,Rock,['Rock']
004780,Rock,['Rock']
004781,Rock,['Rock']
004782,Rock,['Rock']
004784,Rock,['Rock']
004785,Rock,['Rock']
004786,Rock,['Rock']
004787,Rock,['Rock']
004788,Rock,['Rock']
004799,Rock,['Rock']
004835,Rock,['Rock']
004836,Rock,['Rock']
004838,Rock,['Rock']
004846,International,"['International', 'Middle East']"
004848,International,"['International', 'Middle East']"
004849,International,"['International', 'Middle East']"
005006,Rock,"['Punk', 'Rock', 'Garage']"
005156,Folk,['Folk']
005157,Folk,['Folk']
005158,Folk,['Folk']
005159,Folk,['Folk']
005169,Folk,['Folk']
005170,Folk,['Folk']
005171,Folk,['Folk']
005191,Pop,['Pop']
005264,Hip-Hop,['Hip-Hop']
005268,Hip-Hop,['Hip-Hop']
005376,Folk,['Folk']
005381,Folk,['Folk']
005521,Experimental,"['Sound Collage', 'Experimental']"
005879,Folk,"['Folk', 'Freak-Folk']"
005936,Folk,"['Folk', 'Singer-Songwriter']"
005940,Folk,"['Folk', 'Singer-Songwriter']"
006329,International,"['International', 'Balkan']"
006330,International,"['International', 'African']"
006331,International,"['International', 'Balkan', 'Europe']"
006332,International,"['International', 'Balkan']"
006333,International,"['International', 'Balkan', 'Middle East']"
006342,International,"['International', 'Middle East']"
006354,International,"['International', 'African']"
006357,International,"['International', 'Balkan']"
006358,International,"['International', 'Balkan', 'Europe']"
006360,International,"['International', 'Balkan', 'Middle East']"
006363,International,"['International', 'Balkan', 'Middle East']"
006366,International,"['International', 'Middle East']"
006367,International,"['International', 'African']"
006368,International,"['International', 'Balkan', 'Europe']"
006370,International,"['International', 'Balkan']"
006372,International,"['International', 'Balkan', 'Middle East']"
006373,International,"['International', 'Balkan', 'Middle East']"
006376,International,"['International', 'Balkan', 'Europe']"
006379,International,"['International', 'African']"
006380,International,"['International', 'Balkan', 'Middle East']"
006381,International,"['International', 'Balkan']"
006382,International,"['International', 'Balkan']"
006383,International,"['International', 'Balkan', 'Middle East']"
006385,International,"['International', 'Balkan', 'Middle East']"
006387,International,"['International', 'Balkan']"
006389,International,"['International', 'African']"
006390,International,"['International', 'Balkan', 'Europe']"
006393,International,"['International', 'Middle East']"
006394,International,"['International', 'Balkan']"
006396,International,"['International', 'Balkan']"
006406,Folk,"['Psych-Folk', 'Folk']"
006407,Folk,"['Psych-Folk', 'Folk']"
006439,Hip-Hop,['Hip-Hop']
006440,Hip-Hop,['Hip-Hop']
006442,Hip-Hop,['Hip-Hop']
006443,Hip-Hop,['Hip-Hop']
006448,Hip-Hop,['Hip-Hop']
006459,International,"['International', 'Middle East']"
006461,Folk,['Folk']
006463,Folk,['Folk']
006467,Folk,['Folk']
006469,International,"['International', 'Balkan', 'Middle East']"
006517,Rock,['Rock']
006519,Rock,['Rock']
006603,Hip-Hop,['Hip-Hop']
006605,Hip-Hop,['Hip-Hop']
006606,Hip-Hop,['Hip-Hop']
006607,Hip-Hop,['Hip-Hop']
006608,Hip-Hop,['Hip-Hop']
006609,Hip-Hop,['Hip-Hop']
006610,Hip-Hop,['Hip-Hop']
006611,Hip-Hop,['Hip-Hop']
006674,Experimental,"['Noise', 'Experimental']"
006675,Experimental,"['Noise', 'Experimental']"
006677,Experimental,"['Noise', 'Experimental']"
006679,Experimental,"['Noise', 'Experimental']"
006680,Experimental,"['Noise', 'Experimental']"
006684,Experimental,"['Noise', 'Experimental']"
006762,Folk,['Folk']
006776,Rock,"['Rock', 'Death-Metal', 'Metal']"
006778,Rock,"['Rock', 'Death-Metal', 'Metal']"
006779,Folk,['Folk']
006782,Folk,['Folk']
006783,Folk,['Folk']
006788,Rock,['Rock']
006802,International,['International']
006803,International,['International']
006854,Folk,['Folk']
006855,Folk,['Folk']
006856,Folk,['Folk']
006857,Folk,"['Psych-Folk', 'Folk']"
007011,Electronic,['Electronic']
007373,Experimental,"['Experimental', 'Audio Collage']"
007374,Experimental,"['Experimental', 'Audio Collage']"
007375,Experimental,"['Experimental', 'Audio Collage']"
007376,Experimental,"['Experimental', 'Audio Collage']"
007377,Experimental,"['Experimental', 'Audio Collage']"
007378,Experimental,"['Experimental', 'Audio Collage']"
007379,Experimental,"['Experimental', 'Audio Collage']"
007381,Experimental,"['Experimental', 'Audio Collage']"
007383,Experimental,"['Experimental', 'Audio Collage']"
007385,Experimental,"['Experimental', 'Audio Collage']"
007386,Experimental,"['Experimental', 'Audio Collage']"
007388,Experimental,"['Experimental', 'Audio Collage']"
007391,Experimental,"['Experimental', 'Audio Collage']"
007393,Experimental,"['Experimental', 'Audio Collage']"
007481,Hip-Hop,['Hip-Hop']
007482,Hip-Hop,['Hip-Hop']
007483,Hip-Hop,['Hip-Hop']
007487,Hip-Hop,['Hip-Hop']
007488,Hip-Hop,['Hip-Hop']
007489,Hip-Hop,['Hip-Hop']
007490,Hip-Hop,['Hip-Hop']
007491,Hip-Hop,['Hip-Hop']
007492,Hip-Hop,['Hip-Hop']
007495,Rock,"['Post-Punk', 'Rock', 'Punk']"
007526,Pop,['Pop']
007527,Pop,['Pop']
007528,Pop,['Pop']
007529,Pop,['Pop']
007548,Experimental,"['Avant-Garde', 'Experimental']"
007554,Experimental,"['Avant-Garde', 'Experimental']"
007709,Folk,"['Folk', 'Singer-Songwriter']"
007710,Folk,"['Folk', 'Singer-Songwriter']"
007711,Folk,"['Folk', 'Singer-Songwriter']"
007712,Folk,"['Folk', 'Singer-Songwriter']"
007713,Folk,"['Folk', 'Singer-Songwriter']"
007872,Rock,"['Punk', 'Rock']"
008056,Rock,"['Rock', 'Garage']"
008208,Rock,['Rock']
008256,Folk,['Folk']
008259,Folk,['Folk']
008261,Folk,['Folk']
008345,Experimental,"['Experimental', 'Audio Collage']"
008357,Experimental,"['Avant-Garde', 'Experimental', 'Audio Collage']"
008363,Experimental,"['Avant-Garde', 'Experimental', 'Audio Collage']"
008372,Experimental,"['Experimental', 'Audio Collage']"
008416,Experimental,"['Experimental', 'Audio Collage']"
009152,Experimental,"['Noise', 'Avant-Garde', 'Experimental']"
009155,Experimental,"['Noise', 'Experimental']"
009307,Experimental,"['Noise', 'Experimental']"
009476,Experimental,"['Experimental', 'Noise', 'Field Recordings']"
009477,Experimental,"['Noise', 'Avant-Garde', 'Experimental']"
009491,Rock,"['Electro-Punk', 'Punk', 'Rock']"
009505,Experimental,"['Noise', 'Avant-Garde', 'Experimental']"
009511,Rock,"['Psych-Rock', 'Rock', 'Garage']"
009512,International,['International']
009513,Rock,"['Progressive', 'Krautrock', 'Rock', 'Post-Punk', 'Punk']"
009550,Rock,['Rock']
009553,Rock,['Rock']
009555,Rock,['Rock']
009557,Rock,['Rock']
009559,Rock,['Rock']
009560,Rock,['Rock']
009678,Experimental,"['Unclassifiable', 'Experimental']"
009721,Experimental,"['Noise', 'Avant-Garde', 'Experimental']"
009846,Experimental,"['Noise', 'Avant-Garde', 'Experimental']"
009887,Folk,['Folk']
009888,Folk,['Folk']
009918,Experimental,"['Experimental', 'Noise', 'Audio Collage']"
009962,Rock,"['Electro-Punk', 'Punk', 'Rock']"
010186,International,"['International', 'Reggae - Dub']"
010192,Hip-Hop,"['Alternative Hip-Hop', 'Hip-Hop']"
010250,Instrumental,"['Compilation', 'Soundtrack', 'Instrumental']"
010374,Experimental,"['Noise', 'Sound Collage', 'Experimental']"
010375,Experimental,"['Noise', 'Sound Collage', 'Experimental']"
010376,Experimental,"['Noise', 'Sound Collage', 'Experimental']"
010377,Experimental,"['Noise', 'Sound Collage', 'Experimental']"
010381,Folk,['Folk']
010382,Folk,['Folk']
010383,Folk,['Folk']
010384,Folk,['Folk']
010385,Folk,['Folk']
010386,Folk,['Folk']
010387,Folk,['Folk']
010388,Folk,['Folk']
010389,Folk,['Folk']
010435,Experimental,"['Experimental', 'Audio Collage']"
010438,Folk,['Folk']
010439,Folk,['Folk']
010440,Folk,['Folk']
010441,Folk,['Folk']
010442,Folk,['Folk']
010443,Folk,['Folk']
010444,Folk,['Folk']
010447,Folk,['Folk']
010458,Folk,['Folk']
010480,Folk,['Folk']
010481,Folk,['Folk']
010485,Folk,['Folk']
010521,Experimental,"['Unclassifiable', 'Experimental']"
010527,Experimental,"['Unclassifiable', 'Experimental']"
010535,Experimental,"['Unclassifiable', 'Experimental']"
010541,Experimental,"['Unclassifiable', 'Experimental']"
010575,Folk,"['Psych-Folk', 'Folk', 'Singer-Songwriter']"
010577,Folk,"['Psych-Folk', 'Folk', 'Singer-Songwriter']"
010668,Rock,"['Rock', 'Industrial']"
010669,Rock,"['Rock', 'Industrial']"
010670,Rock,"['Rock', 'Industrial']"
010671,Rock,"['Rock', 'Industrial']"
010672,Rock,"['Rock', 'Industrial']"
010673,Rock,"['Rock', 'Industrial']"
010674,Rock,"['Rock', 'Industrial']"
010675,Rock,"['Rock', 'Industrial']"
010676,Rock,"['Rock', 'Industrial']"
010677,Rock,"['Rock', 'Industrial']"
010678,Folk,['Folk']
010679,Folk,['Folk']
010682,Folk,['Folk']
010684,Folk,['Folk']
010693,Hip-Hop,['Hip-Hop']
010694,Hip-Hop,['Hip-Hop']
010695,Hip-Hop,['Hip-Hop']
010696,Hip-Hop,['Hip-Hop']
010697,Hip-Hop,['Hip-Hop']
010698,Hip-Hop,['Hip-Hop']
010699,Hip-Hop,['Hip-Hop']
010805,Pop,['Pop']
010806,Pop,['Pop']
010807,Pop,['Pop']
010808,Pop,['Pop']
010809,Pop,['Pop']
010810,Pop,['Pop']
010983,Experimental,"['Noise', 'Avant-Garde', 'Experimental']"
010992,Folk,['Folk']
010993,Folk,['Folk']
011019,Experimental,"['Experimental', 'Audio Collage']"
011020,Experimental,"['Experimental', 'Audio Collage']"
011059,Folk,['Folk']
011198,Pop,['Pop']
011199,Pop,['Pop']
011200,Pop,['Pop']
011204,Hip-Hop,['Hip-Hop']
011206,Electronic,"['IDM', 'Electronic']"
011234,Experimental,"['Noise', 'Avant-Garde', 'Experimental']"
011237,Experimental,"['Noise', 'Avant-Garde', 'Experimental']"
011239,Experimental,"['Noise', 'Avant-Garde', 'Experimental']"
011242,Experimental,"['Noise', 'Avant-Garde', 'Experimental']"
011261,Pop,"['Pop', 'Experimental Pop']"
011262,Electronic,['Electronic']
011264,Rock,"['New Wave', 'Progressive', 'Rock']"
011268,Rock,"['Post-Punk', 'Rock', 'Punk']"
011298,Hip-Hop,['Hip-Hop']
011299,Hip-Hop,['Hip-Hop']
011306,Rock,"['Psych-Rock', 'Rock', 'Indie-Rock']"
011333,Experimental,['Experimental']
011334,Experimental,['Experimental']
011503,Folk,['Folk']
011504,Folk,['Folk']
011505,Folk,['Folk']
011508,Folk,['Folk']
011544,Experimental,"['Noise', 'Avant-Garde', 'Experimental', 'Audio Collage', 'Unclassifiable']"
011638,Instrumental,"['Compilation', 'Soundtrack', 'Instrumental']"
011671,International,"['International', 'Latin America']"
011672,International,"['International', 'Latin America']"
011673,International,"['International', 'Latin America']"
011674,International,"['International', 'Latin America']"
011675,International,"['International', 'Latin America']"
011677,International,"['International', 'Latin America']"
011679,International,"['International', 'Latin America']"
011681,International,"['International', 'Latin America']"
011682,International,"['International', 'Latin America']"
011683,International,"['International', 'Latin America']"
011763,Hip-Hop,['Hip-Hop']
011764,Hip-Hop,['Hip-Hop']
011765,Hip-Hop,['Hip-Hop']
011766,Hip-Hop,['Hip-Hop']
011767,Hip-Hop,['Hip-Hop']
011768,Hip-Hop,['Hip-Hop']
011769,Hip-Hop,['Hip-Hop']
011770,Hip-Hop,['Hip-Hop']
011771,Hip-Hop,['Hip-Hop']
011772,Hip-Hop,['Hip-Hop']
011773,Hip-Hop,['Hip-Hop']
011774,Hip-Hop,['Hip-Hop']
011775,Hip-Hop,['Hip-Hop']
011776,Hip-Hop,['Hip-Hop']
011777,Hip-Hop,['Hip-Hop']
011778,Hip-Hop,['Hip-Hop']
011779,Hip-Hop,['Hip-Hop']
011780,Hip-Hop,['Hip-Hop']
011781,Hip-Hop,['Hip-Hop']
011782,Hip-Hop,['Hip-Hop']
011783,Hip-Hop,['Hip-Hop']
011784,Hip-Hop,['Hip-Hop']
011785,Hip-Hop,['Hip-Hop']
011786,Hip-Hop,['Hip-Hop']
011787,Hip-Hop,['Hip-Hop']
011788,Hip-Hop,['Hip-Hop']
011789,Hip-Hop,['Hip-Hop']
011790,Hip-Hop,['Hip-Hop']
011791,Hip-Hop,['Hip-Hop']
011792,Hip-Hop,['Hip-Hop']
011793,Hip-Hop,['Hip-Hop']
011794,Hip-Hop,['Hip-Hop']
011795,Hip-Hop,['Hip-Hop']
011803,Hip-Hop,['Hip-Hop']
011818,Hip-Hop,['Hip-Hop']
011839,Hip-Hop,['Hip-Hop']
011861,Hip-Hop,"['Rap', 'Hip-Hop']"
011862,Hip-Hop,"['Rap', 'Hip-Hop']"
011867,Hip-Hop,"['Rap', 'Hip-Hop']"
011868,Hip-Hop,"['Rap', 'Hip-Hop']"
011916,Hip-Hop,['Hip-Hop']
011917,Hip-Hop,['Hip-Hop']
011918,Hip-Hop,['Hip-Hop']
011919,Hip-Hop,['Hip-Hop']
011920,Hip-Hop,['Hip-Hop']
011921,Hip-Hop,['Hip-Hop']
011922,Hip-Hop,['Hip-Hop']
011933,Rock,['Rock']
011937,Pop,['Pop']
011942,Electronic,"['Drum & Bass', 'Electronic']"
011946,Experimental,"['Sound Effects', 'Experimental', 'Holiday', 'Novelty']"
011947,Experimental,"['Sound Effects', 'Experimental', 'Holiday', 'Novelty']"
011951,Experimental,"['Sound Effects', 'Experimental', 'Holiday', 'Novelty']"
012045,Folk,['Folk']
012046,Folk,['Folk']
012047,Folk,['Folk']
012048,Folk,['Folk']
012049,Folk,['Folk']
012050,Folk,['Folk']
012051,Folk,['Folk']
012052,Folk,['Folk']
012053,Folk,['Folk']
012058,Folk,['Folk']
012059,Folk,['Folk']
012060,Folk,['Folk']
012061,Folk,['Folk']
012062,Folk,['Folk']
012064,Folk,['Folk']
012065,Folk,['Folk']
012066,Folk,['Folk']
012067,Folk,['Folk']
012109,International,['International']
012146,Pop,['Pop']
012147,Pop,['Pop']
012173,Hip-Hop,['Hip-Hop']
012174,Hip-Hop,['Hip-Hop']
012179,Pop,['Pop']
012188,Pop,['Pop']
012189,Electronic,"['Trip-Hop', 'Electronic']"
012346,Experimental,"['Sound Collage', 'Electroacoustic', 'Experimental']"
012348,Folk,"['Psych-Folk', 'Folk', 'Freak-Folk']"
012349,Folk,"['Psych-Folk', 'Folk', 'Freak-Folk']"
012350,Folk,"['Psych-Folk', 'Folk', 'Freak-Folk']"
012351,Folk,"['Psych-Folk', 'Folk', 'Freak-Folk']"
012352,Folk,"['Psych-Folk', 'Folk', 'Freak-Folk']"
012353,Folk,"['Psych-Folk', 'Folk', 'Freak-Folk']"
012355,Folk,"['Psych-Folk', 'Folk', 'Freak-Folk']"
012376,Pop,['Pop']
012387,Pop,['Pop']
012390,Pop,['Pop']
012394,Hip-Hop,['Hip-Hop']
012481,Folk,['Folk']
012482,Folk,['Folk']
012484,Folk,['Folk']
012485,Folk,['Folk']
012486,Folk,['Folk']
012487,Folk,['Folk']
012488,Folk,['Folk']
012489,Folk,['Folk']
012490,Folk,['Folk']
012508,Folk,['Folk']
012513,Folk,['Folk']
012514,Folk,['Folk']
012518,Pop,['Pop']
012521,Rock,"['Indie-Rock', 'Rock']"
012526,Hip-Hop,['Hip-Hop']
012527,Pop,['Pop']
012530,Pop,['Pop']
012531,Hip-Hop,['Hip-Hop']
012532,Pop,['Pop']
012537,Pop,['Pop']
012551,Pop,['Pop']
012552,Pop,"['Pop', 'Experimental Pop']"
012654,Pop,"['Pop', 'Experimental Pop']"
012690,International,"['International', 'Reggae - Dub']"
012691,International,"['International', 'Reggae - Dub']"
012692,International,"['International', 'Reggae - Dub']"
012737,Experimental,['Experimental']
012985,Folk,['Folk']
012986,Folk,['Folk']
013191,Pop,['Pop']
013197,Pop,['Pop']
013199,Hip-Hop,['Hip-Hop']
013201,Hip-Hop,['Hip-Hop']
013218,Pop,['Pop']
013220,Pop,['Pop']
013325,Rock,['Rock']
013328,Pop,['Pop']
013362,Pop,['Pop']
013378,Pop,['Pop']
013474,Electronic,"['Trip-Hop', 'Electronic']"
013537,International,"['International', 'African', 'North African']"
013538,International,"['International', 'African', 'North African']"
013539,International,"['International', 'African', 'North African']"
013540,International,"['International', 'African', 'North African']"
013556,Rock,['Rock']
013561,Hip-Hop,['Hip-Hop']
013562,Electronic,"['Trip-Hop', 'Electronic']"
013566,Hip-Hop,['Hip-Hop']
013571,Electronic,"['Drum & Bass', 'Electronic']"
013578,Experimental,"['Avant-Garde', 'Experimental']"
013591,Hip-Hop,['Hip-Hop']
013596,Rock,['Rock']
013666,Rock,['Rock']
013668,Electronic,['Electronic']
013670,Hip-Hop,['Hip-Hop']
013706,Electronic,"['Chip Music', 'Electronic']"
013707,Electronic,"['Chip Music', 'Electronic']"
013708,Electronic,"['Chip Music', 'Electronic']"
013709,Electronic,"['Chip Music', 'Electronic']"
013710,Electronic,"['Chip Music', 'Electronic']"
013711,Electronic,"['Chip Music', 'Electronic']"
013735,Hip-Hop,['Hip-Hop']
013747,Hip-Hop,['Hip-Hop']
013748,Hip-Hop,['Hip-Hop']
013749,Hip-Hop,['Hip-Hop']
013767,Hip-Hop,['Hip-Hop']
013768,Hip-Hop,['Hip-Hop']
013804,Hip-Hop,"['Alternative Hip-Hop', 'Hip-Hop']"
013927,Folk,['Folk']
013928,Folk,['Folk']
013929,Folk,['Folk']
013930,Folk,['Folk']
014063,Electronic,"['Breakcore - Hard', 'Electronic']"
014208,Electronic,"['Chip Music', 'Electronic']"
014315,International,"['International', 'Balkan']"
014316,International,"['International', 'Balkan']"
014317,International,"['International', 'Balkan']"
014318,International,"['International', 'Balkan']"
014319,International,"['International', 'Balkan']"
014320,International,"['International', 'Balkan']"
014344,Electronic,['Electronic']
014358,Hip-Hop,['Hip-Hop']
014363,Hip-Hop,"['Alternative Hip-Hop', 'Hip-Hop']"
014365,Hip-Hop,"['Alternative Hip-Hop', 'Hip-Hop']"
014386,Hip-Hop,['Hip-Hop']
014391,Hip-Hop,['Hip-Hop']
014538,Hip-Hop,['Hip-Hop']
014539,Hip-Hop,['Hip-Hop']
014541,Hip-Hop,['Hip-Hop']
014542,Hip-Hop,['Hip-Hop']
014568,Instrumental,"['Soundtrack', 'Instrumental']"
014569,Instrumental,"['Soundtrack', 'Instrumental']"
014570,Instrumental,"['Soundtrack', 'Instrumental']"
014571,Instrumental,"['Soundtrack', 'Instrumental']"
014572,Instrumental,"['Soundtrack', 'Instrumental']"
014576,Instrumental,"['Soundtrack', 'Instrumental']"
014577,Instrumental,"['Soundtrack', 'Instrumental']"
014578,Instrumental,"['Soundtrack', 'Instrumental']"
014579,Instrumental,"['Soundtrack', 'Instrumental']"
014580,Instrumental,"['Soundtrack', 'Instrumental']"
014581,Instrumental,"['Soundtrack', 'Instrumental']"
014583,Instrumental,"['Soundtrack', 'Instrumental']"
