track_id,reason,genre,subgenres
000179,file not found,Rock,"['Punk', 'Rock']"
000181,file not found,Rock,"['Lo-Fi', 'Rock']"
000183,file not found,Rock,"['Lo-Fi', 'Rock']"
000184,file not found,Rock,"['Lo-Fi', 'Rock']"
000188,file not found,Folk,['Folk']
000189,file not found,Folk,['Folk']
000191,file not found,Folk,['Folk']
000192,file not found,Folk,['Folk']
000195,file not found,Folk,['Folk']
000196,file not found,Folk,['Folk']
000198,file not found,Folk,['Folk']
000199,file not found,Folk,['Folk']
000201,file not found,Folk,['Folk']
000202,file not found,Folk,['Folk']
000205,file not found,Folk,['Folk']
000206,file not found,Folk,['Folk']
000208,file not found,Folk,['Folk']
000209,file not found,Folk,['Folk']
000226,file not found,Rock,"['Punk', 'Rock']"
000228,file not found,Rock,"['Punk', 'Rock']"
000237,file not found,Jazz,['Jazz']
000238,file not found,Jazz,['Jazz']
000247,file not found,Rock,['Rock']
000249,file not found,Rock,['Rock']
000252,file not found,Rock,['Rock']
000257,file not found,Rock,"['Rock', 'Metal']"
000258,file not found,Rock,"['Rock', 'Metal']"
000273,file not found,Experimental,"['Noise', 'Experimental']"
000274,file not found,Experimental,"['Noise', 'Experimental']"
000275,file not found,Experimental,"['Noise', 'Experimental']"
000276,file not found,Experimental,"['Noise', 'Experimental']"
000277,file not found,Experimental,"['Noise', 'Experimental']"
000281,file not found,Experimental,"['Noise', 'Experimental']"
000282,file not found,Experimental,"['Noise', 'Experimental']"
000284,file not found,Experimental,"['Noise', 'Experimental']"
000285,file not found,Experimental,"['Noise', 'Experimental']"
000293,file not found,Experimental,"['Noise', 'Experimental']"
000294,file not found,Experimental,"['Noise', 'Experimental']"
000297,file not found,Experimental,"['Noise', 'Experimental']"
000300,file not found,Experimental,"['Noise', 'Experimental']"
000303,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000304,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000305,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000306,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000307,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000308,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000309,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000310,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000311,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000312,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000313,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000314,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000315,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000316,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000317,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000318,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000319,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000320,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000321,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000322,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000323,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000324,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000325,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000326,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000327,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000328,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000330,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000331,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000332,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000333,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000334,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000335,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000336,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000337,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000338,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000339,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000340,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000341,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000342,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000343,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000344,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000345,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000346,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000347,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000348,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000349,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000350,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000351,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000352,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000353,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000354,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000355,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000356,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000357,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000358,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000359,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000360,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000361,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000362,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000363,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000364,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000365,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000366,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000367,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000369,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000370,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000371,file not found,Rock,"['Post-Punk', 'Rock', 'Punk']"
000384,file not found,Electronic,['Electronic']
000385,file not found,Electronic,['Electronic']
000386,file not found,Electronic,['Electronic']
000387,file not found,Electronic,['Electronic']
000393,file not found,Rock,['Rock']
000394,file not found,Rock,['Rock']
000395,file not found,Rock,['Rock']
000396,file not found,Electronic,['Electronic']
000397,file not found,Electronic,['Electronic']
000398,file not found,Electronic,['Electronic']
000399,file not found,Electronic,['Electronic']
000400,file not found,Electronic,['Electronic']
000401,file not found,Electronic,['Electronic']
000402,file not found,Electronic,['Electronic']
000403,file not found,Electronic,['Electronic']
000404,file not found,Electronic,['Electronic']
000405,file not found,Electronic,['Electronic']
000406,file not found,Electronic,['Electronic']
000407,file not found,Electronic,['Electronic']
000408,file not found,Electronic,['Electronic']
000410,file not found,Electronic,['Electronic']
000411,file not found,Electronic,['Electronic']
000412,file not found,Electronic,['Electronic']
000414,file not found,Electronic,['Electronic']
000416,file not found,Electronic,['Electronic']
000417,file not found,Experimental,"['Avant-Garde', 'Experimental']"
000419,file not found,Experimental,"['Avant-Garde', 'Experimental']"
000421,file not found,Experimental,"['Avant-Garde', 'Experimental']"
000425,file not found,Experimental,"['Avant-Garde', 'Experimental']"
000426,file not found,Experimental,"['Avant-Garde', 'Experimental']"
000427,file not found,Experimental,"['Avant-Garde', 'Experimental']"
000428,file not found,Experimental,"['Avant-Garde', 'Experimental']"
000429,file not found,Experimental,"['Avant-Garde', 'Experimental']"
000430,file not found,Experimental,"['Avant-Garde', 'Experimental']"
000431,file not found,Experimental,"['Avant-Garde', 'Experimental']"
000432,file not found,Experimental,"['Avant-Garde', 'Experimental']"
000433,file not found,Experimental,"['Avant-Garde', 'Experimental']"
000434,file not found,Experimental,"['Avant-Garde', 'Experimental']"
000435,file not found,Experimental,"['Avant-Garde', 'Experimental']"
000436,file not found,Experimental,"['Avant-Garde', 'Experimental']"
000437,file not found,Experimental,"['Avant-Garde', 'Experimental']"
000438,file not found,Experimental,"['Avant-Garde', 'Experimental']"
000439,file not found,Experimental,"['Avant-Garde', 'Experimental']"
000458,file not found,Rock,"['Krautrock', 'Rock']"
000466,file not found,Rock,"['Lo-Fi', 'Rock']"
000467,file not found,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
000468,file not found,Rock,"['Punk', 'Lo-Fi', 'Rock']"
000469,file not found,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
000470,file not found,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
000471,file not found,Rock,"['Lo-Fi', 'Rock']"
000472,file not found,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
000473,file not found,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
000474,file not found,Rock,"['Punk', 'Lo-Fi', 'Rock']"
000475,file not found,Rock,"['Lo-Fi', 'Rock']"
000476,file not found,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
000477,file not found,Rock,"['Punk', 'Lo-Fi', 'Rock']"
000478,file not found,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
000479,file not found,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
000480,file not found,Rock,"['Punk', 'Lo-Fi', 'Rock']"
000481,file not found,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
000482,file not found,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
000483,file not found,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
000484,file not found,Rock,"['Lo-Fi', 'Rock']"
000485,file not found,Rock,"['Punk', 'Lo-Fi', 'Rock']"
000486,file not found,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
000487,file not found,Rock,"['Lo-Fi', 'Rock']"
000489,file not found,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
000490,file not found,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
000491,file not found,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
000492,file not found,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
000493,file not found,Rock,"['Lo-Fi', 'Rock']"
000495,file not found,Rock,"['Punk', 'Lo-Fi', 'Rock']"
000496,file not found,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
000497,file not found,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
000498,file not found,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
000500,file not found,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
000501,file not found,Rock,"['Lo-Fi', 'Rock']"
000502,file not found,Rock,"['Punk', 'Lo-Fi', 'Rock']"
000503,file not found,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
000504,file not found,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
000506,file not found,Rock,"['Lo-Fi', 'Rock']"
000507,file not found,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
000508,file not found,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
000509,file not found,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
000510,file not found,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
000511,file not found,Rock,"['Lo-Fi', 'Rock']"
000512,file not found,Rock,"['Lo-Fi', 'Rock']"
000513,file not found,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
000514,file not found,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
000515,file not found,Rock,"['Lo-Fi', 'Rock']"
000516,file not found,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
000517,file not found,Rock,"['Lo-Fi', 'Rock']"
000520,file not found,Rock,['Rock']
000521,file not found,Rock,['Rock']
000522,file not found,Rock,['Rock']
000523,file not found,Rock,['Rock']
000524,file not found,Rock,['Rock']
000525,file not found,Rock,['Rock']
000526,file not found,Rock,['Rock']
000527,file not found,Rock,['Rock']
000528,file not found,Rock,['Rock']
000529,file not found,Rock,['Rock']
000530,file not found,Rock,['Rock']
000531,file not found,Rock,['Rock']
000532,file not found,Electronic,['Electronic']
000533,file not found,Electronic,['Electronic']
000535,file not found,Folk,['Folk']
000536,file not found,Folk,['Folk']
000537,file not found,Folk,['Folk']
000538,file not found,Folk,['Folk']
000539,file not found,Folk,['Folk']
000541,file not found,Folk,['Folk']
000542,file not found,Folk,['Folk']
000543,file not found,Folk,['Folk']
000544,file not found,Folk,['Folk']
000545,file not found,Folk,['Folk']
000547,file not found,Folk,['Folk']
000548,file not found,Folk,['Folk']
000549,file not found,Folk,['Folk']
000550,file not found,Electronic,['Electronic']
000562,file not found,Rock,['Rock']
000563,file not found,Rock,['Rock']
000564,file not found,Rock,['Rock']
000565,file not found,Rock,['Rock']
000566,file not found,Rock,['Rock']
000567,file not found,Rock,['Rock']
000568,file not found,Rock,['Rock']
000569,file not found,Rock,['Rock']
000570,file not found,Rock,['Rock']
000571,file not found,Rock,['Rock']
000572,file not found,Rock,['Rock']
000573,file not found,Rock,"['Punk', 'Rock']"
000575,file not found,Rock,['Rock']
000576,file not found,Rock,['Rock']
000577,file not found,Rock,['Rock']
000578,file not found,Rock,['Rock']
000579,file not found,Rock,"['Punk', 'Rock']"
000580,file not found,Rock,"['Punk', 'Rock']"
000583,file not found,Hip-Hop,['Hip-Hop']
000584,file not found,Hip-Hop,['Hip-Hop']
000585,file not found,Hip-Hop,['Hip-Hop']
000586,file not found,Hip-Hop,['Hip-Hop']
000587,file not found,Experimental,"['Avant-Garde', 'Experimental']"
000588,file not found,Experimental,"['Avant-Garde', 'Experimental']"
000589,file not found,Experimental,"['Avant-Garde', 'Experimental']"
000590,file not found,Jazz,"['Jazz', 'Jazz: Vocal']"
000591,file not found,Jazz,"['Jazz', 'Jazz: Vocal']"
000592,file not found,Jazz,"['Jazz', 'Jazz: Vocal']"
000593,file not found,Jazz,"['Jazz', 'Jazz: Vocal']"
000601,file not found,Folk,['Folk']
000603,file not found,Folk,['Folk']
000604,file not found,Folk,['Folk']
000605,file not found,Rock,['Rock']
000606,file not found,Rock,['Rock']
000607,file not found,Rock,['Rock']
000608,file not found,Rock,['Rock']
000609,file not found,Rock,['Rock']
000610,file not found,Folk,['Folk']
000611,file not found,Folk,['Folk']
000612,file not found,Folk,['Folk']
000614,file not found,Folk,['Folk']
000616,file not found,Experimental,"['Electroacoustic', 'Experimental']"
000617,file not found,Folk,['Folk']
000618,file not found,Folk,['Folk']
000619,file not found,Folk,['Folk']
000622,file not found,Folk,['Folk']
000623,file not found,Folk,['Folk']
000624,file not found,Folk,['Folk']
000626,file not found,Folk,['Folk']
000627,file not found,Folk,['Folk']
000628,file not found,Folk,['Folk']
000629,file not found,Folk,['Folk']
000630,file not found,Folk,['Folk']
000631,file not found,Folk,['Folk']
000633,file not found,Rock,['Rock']
000634,file not found,Rock,['Rock']
000635,file not found,Rock,['Rock']
000637,file not found,Experimental,"['Avant-Garde', 'Experimental']"
000638,file not found,Experimental,"['Avant-Garde', 'Experimental']"
000639,file not found,Experimental,"['Avant-Garde', 'Experimental']"
000640,file not found,Spoken,"['Radio', 'Radio Art', 'Spoken']"
000641,file not found,Electronic,['Electronic']
000642,file not found,Electronic,['Electronic']
000643,file not found,Electronic,['Electronic']
000644,file not found,Electronic,['Electronic']
000645,file not found,Electronic,['Electronic']
000646,file not found,Electronic,['Electronic']
000647,file not found,Electronic,['Electronic']
000648,file not found,Electronic,['Electronic']
000649,file not found,Electronic,['Electronic']
000650,file not found,Electronic,['Electronic']
000651,file not found,Electronic,['Electronic']
000652,file not found,Electronic,['Electronic']
000653,file not found,Electronic,['Electronic']
000654,file not found,Electronic,['Electronic']
000655,file not found,Electronic,['Electronic']
000656,file not found,Electronic,['Electronic']
000657,file not found,Electronic,['Electronic']
000658,file not found,Electronic,['Electronic']
000659,file not found,Electronic,['Electronic']
000660,file not found,Electronic,['Electronic']
000661,file not found,Electronic,['Electronic']
000662,file not found,Electronic,['Electronic']
000663,file not found,Electronic,['Electronic']
000664,file not found,Electronic,['Electronic']
000665,file not found,Electronic,['Electronic']
000668,file not found,Hip-Hop,['Hip-Hop']
000669,file not found,Hip-Hop,['Hip-Hop']
000670,file not found,Hip-Hop,['Hip-Hop']
000671,file not found,Hip-Hop,['Hip-Hop']
000672,file not found,Hip-Hop,['Hip-Hop']
000673,file not found,Hip-Hop,['Hip-Hop']
000674,file not found,Hip-Hop,['Hip-Hop']
000675,file not found,Hip-Hop,['Hip-Hop']
000677,file not found,Hip-Hop,['Hip-Hop']
000678,file not found,Hip-Hop,['Hip-Hop']
000679,file not found,Hip-Hop,['Hip-Hop']
000680,file not found,Hip-Hop,['Hip-Hop']
000681,file not found,Hip-Hop,['Hip-Hop']
000682,file not found,Hip-Hop,['Hip-Hop']
000683,file not found,Hip-Hop,['Hip-Hop']
000684,file not found,Hip-Hop,['Hip-Hop']
000685,file not found,Hip-Hop,['Hip-Hop']
000686,file not found,Hip-Hop,['Hip-Hop']
000687,file not found,Hip-Hop,['Hip-Hop']
000688,file not found,Hip-Hop,['Hip-Hop']
000689,file not found,Hip-Hop,['Hip-Hop']
000691,file not found,Rock,['Rock']
000692,file not found,Rock,['Rock']
000693,file not found,Rock,['Rock']
000696,file not found,Rock,"['Rock', 'Loud-Rock']"
000697,file not found,Rock,"['Rock', 'Loud-Rock']"
000698,file not found,Rock,"['Rock', 'Loud-Rock']"
000699,file not found,Rock,"['Rock', 'Loud-Rock']"
000700,file not found,Rock,"['Rock', 'Loud-Rock']"
000701,file not found,Rock,"['Rock', 'Loud-Rock']"
000702,file not found,Rock,"['Rock', 'Loud-Rock']"
000703,file not found,Rock,"['Rock', 'Loud-Rock']"
000711,file not found,Rock,"['Punk', 'Rock']"
000712,file not found,Rock,"['Punk', 'Rock']"
000713,file not found,Rock,"['Punk', 'Rock']"
000717,file not found,Folk,['Folk']
000719,file not found,Rock,['Rock']
000720,file not found,Rock,['Rock']
000721,file not found,Rock,['Rock']
000722,file not found,Rock,['Rock']
000723,file not found,Rock,['Rock']
000725,file not found,Experimental,"['Noise', 'Experimental']"
000726,file not found,Experimental,"['Noise', 'Experimental']"
000727,file not found,Experimental,"['Noise', 'Experimental']"
000728,file not found,Experimental,"['Noise', 'Experimental']"
000729,file not found,Experimental,"['Noise', 'Experimental']"
000730,file not found,Experimental,"['Noise', 'Experimental']"
000731,file not found,Experimental,"['Noise', 'Experimental']"
000734,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000735,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000736,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000737,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000738,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000739,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000740,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000741,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000742,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000743,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000744,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000745,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000747,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000748,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000749,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000750,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000751,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000752,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000753,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000754,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000755,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000756,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000757,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000758,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000759,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000760,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000761,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000762,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000763,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000764,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000765,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000766,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000767,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000768,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000769,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000770,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000771,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000772,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000773,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000774,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000775,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000776,file not found,Soul-RnB,"['Disco', 'Soul-RnB']"
000778,file not found,Rock,['Rock']
000779,file not found,Rock,['Rock']
000780,file not found,Rock,['Rock']
000781,file not found,Rock,['Rock']
000782,file not found,Rock,['Rock']
000783,file not found,Rock,['Rock']
000784,file not found,Rock,['Rock']
000785,file not found,Rock,['Rock']
000786,file not found,Rock,['Rock']
000787,file not found,Rock,['Rock']
000788,file not found,Rock,['Rock']
000789,file not found,Rock,['Rock']
000790,file not found,Rock,['Rock']
000791,file not found,Rock,['Rock']
000792,file not found,Rock,['Rock']
000793,file not found,Rock,['Rock']
000794,file not found,Rock,['Rock']
000795,file not found,Rock,['Rock']
000796,file not found,Rock,['Rock']
000797,file not found,Rock,['Rock']
000798,file not found,Rock,['Rock']
000799,file not found,Experimental,['Experimental']
000800,file not found,Experimental,['Experimental']
000801,file not found,Experimental,['Experimental']
000803,file not found,Rock,"['Punk', 'Rock']"
000804,file not found,Rock,"['Punk', 'Rock']"
000805,file not found,Rock,"['Punk', 'Rock']"
000806,file not found,Rock,"['Punk', 'Rock']"
000807,file not found,Rock,"['Punk', 'Rock']"
000815,file not found,Experimental,"['Avant-Garde', 'Experimental']"
000816,file not found,Experimental,"['Avant-Garde', 'Experimental']"
000817,file not found,Experimental,"['Avant-Garde', 'Experimental']"
000818,file not found,Experimental,"['Avant-Garde', 'Experimental']"
000819,file not found,Experimental,"['Avant-Garde', 'Experimental']"
000820,file not found,Experimental,"['Avant-Garde', 'Experimental']"
000823,file not found,Pop,['Pop']
000824,file not found,Rock,"['Psych-Rock', 'Indie-Rock', 'Rock', 'Loud-Rock']"
000826,file not found,Rock,"['Psych-Rock', 'Indie-Rock', 'Rock', 'Loud-Rock']"
000827,file not found,Rock,"['Psych-Rock', 'Indie-Rock', 'Rock', 'Loud-Rock']"
000828,file not found,Rock,"['Psych-Rock', 'Indie-Rock', 'Rock', 'Loud-Rock']"
000829,file not found,Rock,"['Psych-Rock', 'Indie-Rock', 'Rock', 'Loud-Rock']"
000830,file not found,Rock,"['Psych-Rock', 'Indie-Rock', 'Rock', 'Loud-Rock']"
000831,file not found,Jazz,"['Jazz', 'Jazz: Vocal']"
000832,file not found,Jazz,"['Jazz', 'Jazz: Vocal']"
000833,file not found,Jazz,"['Jazz', 'Jazz: Vocal']"
000834,file not found,Jazz,"['Jazz', 'Jazz: Vocal']"
000835,file not found,Jazz,"['Jazz', 'Jazz: Vocal']"
000836,file not found,Rock,['Rock']
000837,file not found,Rock,['Rock']
000838,file not found,Rock,['Rock']
000839,file not found,Rock,['Rock']
000840,file not found,Rock,['Rock']
000841,file not found,Rock,['Rock']
000842,file not found,Rock,['Rock']
000843,file not found,Rock,['Rock']
000844,file not found,Rock,['Rock']
000845,file not found,Rock,['Rock']
000846,file not found,Rock,['Rock']
000847,file not found,Pop,['Pop']
000850,file not found,Rock,['Rock']
000851,file not found,Rock,['Rock']
000852,file not found,Rock,['Rock']
000854,file not found,Experimental,"['Noise', 'Experimental']"
000855,file not found,Rock,['Rock']
000856,file not found,Rock,['Rock']
000857,file not found,Rock,['Rock']
000858,file not found,Rock,['Rock']
000859,file not found,Rock,['Rock']
000860,file not found,Rock,['Rock']
000861,file not found,Rock,['Rock']
000862,file not found,Rock,['Rock']
000863,file not found,Rock,['Rock']
000864,file not found,Experimental,"['Experimental', 'Drone']"
000866,file not found,Experimental,"['Experimental', 'Drone']"
000868,file not found,Experimental,"['Experimental', 'Drone']"
000869,file not found,Experimental,"['Experimental', 'Drone']"
000870,file not found,Experimental,"['Experimental', 'Drone']"
000874,file not found,Electronic,['Electronic']
000875,file not found,Electronic,['Electronic']
000876,file not found,Electronic,['Electronic']
000877,file not found,Electronic,['Electronic']
000878,file not found,Electronic,['Electronic']
000879,file not found,Electronic,['Electronic']
000880,file not found,Electronic,['Electronic']
000881,file not found,Electronic,['Electronic']
000882,file not found,Electronic,['Electronic']
000883,file not found,Electronic,['Electronic']
000885,file not found,Electronic,['Electronic']
000886,file not found,Electronic,['Electronic']
000887,file not found,Electronic,['Electronic']
000888,file not found,Electronic,['Electronic']
000889,file not found,Electronic,['Electronic']
000891,file not found,Folk,"['Free-Folk', 'Folk']"
