track_id,genre_top,subgenres
473,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
474,Rock,"['Punk', 'Lo-Fi', 'Rock']"
475,Rock,"['Lo-Fi', 'Rock']"
476,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
477,Rock,"['Punk', 'Lo-Fi', 'Rock']"
478,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
479,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
480,Rock,"['Punk', 'Lo-Fi', 'Rock']"
481,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
482,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
483,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
484,Rock,"['Lo-Fi', 'Rock']"
485,Rock,"['Punk', 'Lo-Fi', 'Rock']"
486,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
487,Rock,"['Lo-Fi', 'Rock']"
489,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
490,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
491,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
492,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
493,Rock,"['Lo-Fi', 'Rock']"
495,Rock,"['Punk', 'Lo-Fi', 'Rock']"
496,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
497,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
498,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
500,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
501,Rock,"['Lo-Fi', 'Rock']"
502,Rock,"['Punk', 'Lo-Fi', 'Rock']"
503,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
504,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
506,Rock,"['Lo-Fi', 'Rock']"
507,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
508,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
509,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
510,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
511,Rock,"['Lo-Fi', 'Rock']"
512,Rock,"['Lo-Fi', 'Rock']"
513,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
514,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
515,Rock,"['Lo-Fi', 'Rock']"
516,Rock,"['Indie-Rock', 'Lo-Fi', 'Rock']"
517,Rock,"['Lo-Fi', 'Rock']"
520,Rock,['Rock']
521,Rock,['Rock']
522,Rock,['Rock']
523,Rock,['Rock']
524,Rock,['Rock']
525,Rock,['Rock']
526,Rock,['Rock']
527,Rock,['Rock']
528,Rock,['Rock']
529,Rock,['Rock']
530,Rock,['Rock']
531,Rock,['Rock']
532,Electronic,['Electronic']
533,Electronic,['Electronic']
534,Folk,['Folk']
535,Folk,['Folk']
536,Folk,['Folk']
537,Folk,['Folk']
538,Folk,['Folk']
539,Folk,['Folk']
540,Folk,['Folk']
541,Folk,['Folk']
542,Folk,['Folk']
543,Folk,['Folk']
544,Folk,['Folk']
545,Folk,['Folk']
546,Folk,['Folk']
547,Folk,['Folk']
548,Folk,['Folk']
549,Folk,['Folk']
550,Electronic,['Electronic']
562,Rock,['Rock']
563,Rock,['Rock']
564,Rock,['Rock']
565,Rock,['Rock']
566,Rock,['Rock']
567,Rock,['Rock']
568,Rock,['Rock']
569,Rock,['Rock']
570,Rock,['Rock']
571,Rock,['Rock']
572,Rock,['Rock']
573,Rock,"['Punk', 'Rock']"
574,Rock,"['Punk', 'Rock']"
575,Rock,['Rock']
576,Rock,['Rock']
577,Rock,['Rock']
578,Rock,['Rock']
579,Rock,"['Punk', 'Rock']"
580,Rock,"['Punk', 'Rock']"
583,Hip-Hop,['Hip-Hop']
584,Hip-Hop,['Hip-Hop']
585,Hip-Hop,['Hip-Hop']
586,Hip-Hop,['Hip-Hop']
587,Experimental,"['Avant-Garde', 'Experimental']"
588,Experimental,"['Avant-Garde', 'Experimental']"
589,Experimental,"['Avant-Garde', 'Experimental']"
590,Jazz,"['Jazz', 'Jazz: Vocal']"
591,Jazz,"['Jazz', 'Jazz: Vocal']"
592,Jazz,"['Jazz', 'Jazz: Vocal']"
593,Jazz,"['Jazz', 'Jazz: Vocal']"
601,Folk,['Folk']
602,Folk,['Folk']
603,Folk,['Folk']
604,Folk,['Folk']
605,Rock,['Rock']
606,Rock,['Rock']
607,Rock,['Rock']
608,Rock,['Rock']
609,Rock,['Rock']
610,Folk,['Folk']
611,Folk,['Folk']
612,Folk,['Folk']
614,Folk,['Folk']
615,Experimental,"['Electroacoustic', 'Experimental']"
616,Experimental,"['Electroacoustic', 'Experimental']"
617,Folk,['Folk']
618,Folk,['Folk']
619,Folk,['Folk']
620,Folk,['Folk']
621,Folk,['Folk']
622,Folk,['Folk']
623,Folk,['Folk']
624,Folk,['Folk']
625,Folk,['Folk']
626,Folk,['Folk']
627,Folk,['Folk']
628,Folk,['Folk']
629,Folk,['Folk']
630,Folk,['Folk']
631,Folk,['Folk']
633,Rock,['Rock']
634,Rock,['Rock']
635,Rock,['Rock']
637,Experimental,"['Avant-Garde', 'Experimental']"
638,Experimental,"['Avant-Garde', 'Experimental']"
639,Experimental,"['Avant-Garde', 'Experimental']"
640,Spoken,"['Radio', 'Radio Art', 'Spoken']"
641,Electronic,['Electronic']
642,Electronic,['Electronic']
643,Electronic,['Electronic']
644,Electronic,['Electronic']
645,Electronic,['Electronic']
646,Electronic,['Electronic']
647,Electronic,['Electronic']
648,Electronic,['Electronic']
649,Electronic,['Electronic']
650,Electronic,['Electronic']
651,Electronic,['Electronic']
652,Electronic,['Electronic']
653,Electronic,['Electronic']
654,Electronic,['Electronic']
655,Electronic,['Electronic']
656,Electronic,['Electronic']
657,Electronic,['Electronic']
658,Electronic,['Electronic']
659,Electronic,['Electronic']
660,Electronic,['Electronic']
661,Electronic,['Electronic']
662,Electronic,['Electronic']
663,Electronic,['Electronic']
664,Electronic,['Electronic']
665,Electronic,['Electronic']
666,International,"['International', 'Reggae - Dub']"
667,International,"['International', 'Reggae - Dub']"
668,Hip-Hop,['Hip-Hop']
669,Hip-Hop,['Hip-Hop']
670,Hip-Hop,['Hip-Hop']
671,Hip-Hop,['Hip-Hop']
672,Hip-Hop,['Hip-Hop']
673,Hip-Hop,['Hip-Hop']
674,Hip-Hop,['Hip-Hop']
675,Hip-Hop,['Hip-Hop']
676,Hip-Hop,['Hip-Hop']
677,Hip-Hop,['Hip-Hop']
678,Hip-Hop,['Hip-Hop']
679,Hip-Hop,['Hip-Hop']
680,Hip-Hop,['Hip-Hop']
681,Hip-Hop,['Hip-Hop']
682,Hip-Hop,['Hip-Hop']
683,Hip-Hop,['Hip-Hop']
684,Hip-Hop,['Hip-Hop']
685,Hip-Hop,['Hip-Hop']
686,Hip-Hop,['Hip-Hop']
687,Hip-Hop,['Hip-Hop']
688,Hip-Hop,['Hip-Hop']
689,Hip-Hop,['Hip-Hop']
690,Rock,['Rock']
691,Rock,['Rock']
692,Rock,['Rock']
693,Rock,['Rock']
694,Hip-Hop,['Hip-Hop']
695,Hip-Hop,['Hip-Hop']
696,Rock,"['Rock', 'Loud-Rock']"
697,Rock,"['Rock', 'Loud-Rock']"
698,Rock,"['Rock', 'Loud-Rock']"
699,Rock,"['Rock', 'Loud-Rock']"
700,Rock,"['Rock', 'Loud-Rock']"
701,Rock,"['Rock', 'Loud-Rock']"
702,Rock,"['Rock', 'Loud-Rock']"
703,Rock,"['Rock', 'Loud-Rock']"
704,International,"['International', 'Latin America']"
705,International,"['International', 'Latin America']"
706,International,"['International', 'Latin America']"
707,International,"['International', 'Latin America']"
708,International,"['International', 'Latin America']"
709,International,"['International', 'Latin America']"
711,Rock,"['Punk', 'Rock']"
712,Rock,"['Punk', 'Rock']"
713,Rock,"['Punk', 'Rock']"
714,Folk,['Folk']
715,Folk,['Folk']
716,Folk,['Folk']
717,Folk,['Folk']
718,Folk,['Folk']
719,Rock,['Rock']
720,Rock,['Rock']
721,Rock,['Rock']
722,Rock,['Rock']
723,Rock,['Rock']
725,Experimental,"['Noise', 'Experimental']"
726,Experimental,"['Noise', 'Experimental']"
727,Experimental,"['Noise', 'Experimental']"
728,Experimental,"['Noise', 'Experimental']"
729,Experimental,"['Noise', 'Experimental']"
730,Experimental,"['Noise', 'Experimental']"
731,Experimental,"['Noise', 'Experimental']"
734,Soul-RnB,"['Disco', 'Soul-RnB']"
735,Soul-RnB,"['Disco', 'Soul-RnB']"
736,Soul-RnB,"['Disco', 'Soul-RnB']"
737,Soul-RnB,"['Disco', 'Soul-RnB']"
738,Soul-RnB,"['Disco', 'Soul-RnB']"
739,Soul-RnB,"['Disco', 'Soul-RnB']"
740,Soul-RnB,"['Disco', 'Soul-RnB']"
741,Soul-RnB,"['Disco', 'Soul-RnB']"
742,Soul-RnB,"['Disco', 'Soul-RnB']"
743,Soul-RnB,"['Disco', 'Soul-RnB']"
744,Soul-RnB,"['Disco', 'Soul-RnB']"
745,Soul-RnB,"['Disco', 'Soul-RnB']"
747,Soul-RnB,"['Disco', 'Soul-RnB']"
748,Soul-RnB,"['Disco', 'Soul-RnB']"
749,Soul-RnB,"['Disco', 'Soul-RnB']"
750,Soul-RnB,"['Disco', 'Soul-RnB']"
751,Soul-RnB,"['Disco', 'Soul-RnB']"
752,Soul-RnB,"['Disco', 'Soul-RnB']"
753,Soul-RnB,"['Disco', 'Soul-RnB']"
754,Soul-RnB,"['Disco', 'Soul-RnB']"
755,Soul-RnB,"['Disco', 'Soul-RnB']"
756,Soul-RnB,"['Disco', 'Soul-RnB']"
757,Soul-RnB,"['Disco', 'Soul-RnB']"
758,Soul-RnB,"['Disco', 'Soul-RnB']"
759,Soul-RnB,"['Disco', 'Soul-RnB']"
760,Soul-RnB,"['Disco', 'Soul-RnB']"
761,Soul-RnB,"['Disco', 'Soul-RnB']"
762,Soul-RnB,"['Disco', 'Soul-RnB']"
763,Soul-RnB,"['Disco', 'Soul-RnB']"
764,Soul-RnB,"['Disco', 'Soul-RnB']"
765,Soul-RnB,"['Disco', 'Soul-RnB']"
766,Soul-RnB,"['Disco', 'Soul-RnB']"
767,Soul-RnB,"['Disco', 'Soul-RnB']"
768,Soul-RnB,"['Disco', 'Soul-RnB']"
769,Soul-RnB,"['Disco', 'Soul-RnB']"
770,Soul-RnB,"['Disco', 'Soul-RnB']"
771,Soul-RnB,"['Disco', 'Soul-RnB']"
772,Soul-RnB,"['Disco', 'Soul-RnB']"
773,Soul-RnB,"['Disco', 'Soul-RnB']"
774,Soul-RnB,"['Disco', 'Soul-RnB']"
775,Soul-RnB,"['Disco', 'Soul-RnB']"
776,Soul-RnB,"['Disco', 'Soul-RnB']"
777,Rock,['Rock']
778,Rock,['Rock']
779,Rock,['Rock']
780,Rock,['Rock']
781,Rock,['Rock']
782,Rock,['Rock']
783,Rock,['Rock']
784,Rock,['Rock']
785,Rock,['Rock']
786,Rock,['Rock']
787,Rock,['Rock']
788,Rock,['Rock']
789,Rock,['Rock']
790,Rock,['Rock']
791,Rock,['Rock']
792,Rock,['Rock']
793,Rock,['Rock']
794,Rock,['Rock']
795,Rock,['Rock']
796,Rock,['Rock']
797,Rock,['Rock']
798,Rock,['Rock']
799,Experimental,['Experimental']
800,Experimental,['Experimental']
801,Experimental,['Experimental']
803,Rock,"['Punk', 'Rock']"
804,Rock,"['Punk', 'Rock']"
805,Rock,"['Punk', 'Rock']"
806,Rock,"['Punk', 'Rock']"
807,Rock,"['Punk', 'Rock']"
814,Folk,['Folk']
815,Experimental,"['Avant-Garde', 'Experimental']"
816,Experimental,"['Avant-Garde', 'Experimental']"
817,Experimental,"['Avant-Garde', 'Experimental']"
818,Experimental,"['Avant-Garde', 'Experimental']"
819,Experimental,"['Avant-Garde', 'Experimental']"
820,Experimental,"['Avant-Garde', 'Experimental']"
821,Pop,['Pop']
822,Pop,['Pop']
823,Pop,['Pop']
824,Rock,"['Psych-Rock', 'Indie-Rock', 'Rock', 'Loud-Rock']"
825,Rock,"['Psych-Rock', 'Indie-Rock', 'Rock', 'Loud-Rock']"
826,Rock,"['Psych-Rock', 'Indie-Rock', 'Rock', 'Loud-Rock']"
827,Rock,"['Psych-Rock', 'Indie-Rock', 'Rock', 'Loud-Rock']"
828,Rock,"['Psych-Rock', 'Indie-Rock', 'Rock', 'Loud-Rock']"
829,Rock,"['Psych-Rock', 'Indie-Rock', 'Rock', 'Loud-Rock']"
830,Rock,"['Psych-Rock', 'Indie-Rock', 'Rock', 'Loud-Rock']"
831,Jazz,"['Jazz', 'Jazz: Vocal']"
832,Jazz,"['Jazz', 'Jazz: Vocal']"
833,Jazz,"['Jazz', 'Jazz: Vocal']"
834,Jazz,"['Jazz', 'Jazz: Vocal']"
835,Jazz,"['Jazz', 'Jazz: Vocal']"
836,Rock,['Rock']
837,Rock,['Rock']
838,Rock,['Rock']
839,Rock,['Rock']
840,Rock,['Rock']
841,Rock,['Rock']
842,Rock,['Rock']
843,Rock,['Rock']
844,Rock,['Rock']
845,Rock,['Rock']
846,Rock,['Rock']
847,Pop,['Pop']
850,Rock,['Rock']
851,Rock,['Rock']
852,Rock,['Rock']
853,International,['International']
854,Experimental,"['Noise', 'Experimental']"
855,Rock,['Rock']
856,Rock,['Rock']
857,Rock,['Rock']
858,Rock,['Rock']
859,Rock,['Rock']
860,Rock,['Rock']
861,Rock,['Rock']
862,Rock,['Rock']
863,Rock,['Rock']
864,Experimental,"['Experimental', 'Drone']"
866,Experimental,"['Experimental', 'Drone']"
868,Experimental,"['Experimental', 'Drone']"
869,Experimental,"['Experimental', 'Drone']"
870,Experimental,"['Experimental', 'Drone']"
874,Electronic,['Electronic']
875,Electronic,['Electronic']
876,Electronic,['Electronic']
877,Electronic,['Electronic']
878,Electronic,['Electronic']
879,Electronic,['Electronic']
880,Electronic,['Electronic']
881,Electronic,['Electronic']
882,Electronic,['Electronic']
883,Electronic,['Electronic']
885,Electronic,['Electronic']
886,Electronic,['Electronic']
887,Electronic,['Electronic']
888,Electronic,['Electronic']
889,Electronic,['Electronic']
890,Folk,"['Free-Folk', 'Folk']"
891,Folk,"['Free-Folk', 'Folk']"
892,Folk,"['Free-Folk', 'Folk']"
893,Folk,"['Free-Folk', 'Folk']"
894,Folk,"['Free-Folk', 'Folk']"
895,Folk,"['Free-Folk', 'Folk']"
896,Rock,"['Punk', 'Rock', 'Power-Pop']"
897,Experimental,"['Noise', 'Experimental']"
898,Experimental,"['Noise', 'Experimental']"
899,Experimental,"['Noise', 'Experimental']"
904,Spoken,"['Spoken Weird', 'Spoken']"
905,Spoken,"['Spoken Weird', 'Spoken']"
906,Spoken,"['Spoken Weird', 'Spoken']"
907,Spoken,"['Spoken Weird', 'Spoken']"
908,Spoken,"['Spoken Weird', 'Spoken']"
909,Spoken,"['Spoken Weird', 'Spoken']"
910,Spoken,"['Spoken Weird', 'Spoken']"
911,Spoken,"['Spoken Weird', 'Spoken']"
912,Spoken,"['Spoken Weird', 'Spoken']"
913,Spoken,"['Spoken Weird', 'Spoken']"
914,Spoken,"['Spoken Weird', 'Spoken']"
915,Spoken,"['Spoken Weird', 'Spoken']"
916,Spoken,"['Spoken Weird', 'Spoken']"
917,Spoken,"['Spoken Weird', 'Spoken']"
918,Spoken,"['Spoken Weird', 'Spoken']"
919,Spoken,"['Spoken Weird', 'Spoken']"
920,Spoken,"['Spoken Weird', 'Spoken']"
921,Spoken,"['Spoken Weird', 'Spoken']"
922,Spoken,"['Spoken Weird', 'Spoken']"
923,Spoken,"['Spoken Weird', 'Spoken']"
924,Spoken,"['Spoken Weird', 'Spoken']"
925,Spoken,"['Spoken Weird', 'Spoken']"
926,Spoken,"['Spoken Weird', 'Spoken']"
927,Spoken,"['Spoken Weird', 'Spoken']"
928,Spoken,"['Spoken Weird', 'Spoken']"
929,Spoken,"['Spoken Weird', 'Spoken']"
930,Spoken,"['Spoken Weird', 'Spoken']"
931,Spoken,"['Spoken Weird', 'Spoken']"
932,Spoken,"['Spoken Weird', 'Spoken']"
933,Spoken,"['Spoken Weird', 'Spoken']"
934,Spoken,"['Spoken Weird', 'Spoken']"
935,Spoken,"['Spoken Weird', 'Spoken']"
936,Spoken,"['Spoken Weird', 'Spoken']"
937,Spoken,"['Spoken Weird', 'Spoken']"
938,Spoken,"['Spoken Weird', 'Spoken']"
939,Spoken,"['Spoken Weird', 'Spoken']"
940,Spoken,"['Spoken Weird', 'Spoken']"
941,Spoken,"['Spoken Weird', 'Spoken']"
942,Spoken,"['Spoken Weird', 'Spoken']"
943,Spoken,"['Spoken Weird', 'Spoken']"
944,Spoken,"['Spoken Weird', 'Spoken']"
945,Spoken,"['Spoken Weird', 'Spoken']"
946,Spoken,"['Spoken Weird', 'Spoken']"
947,Spoken,"['Spoken Weird', 'Spoken']"
948,Spoken,"['Spoken Weird', 'Spoken']"
949,Spoken,"['Spoken Weird', 'Spoken']"
950,Spoken,"['Spoken Weird', 'Spoken']"
951,Spoken,"['Spoken Weird', 'Spoken']"
952,Spoken,"['Spoken Weird', 'Spoken']"
953,Spoken,"['Spoken Weird', 'Spoken']"
954,Spoken,"['Spoken Weird', 'Spoken']"
955,Spoken,"['Spoken Weird', 'Spoken']"
956,Spoken,"['Spoken Weird', 'Spoken']"
957,Spoken,"['Spoken Weird', 'Spoken']"
958,Spoken,"['Spoken Weird', 'Spoken']"
959,Spoken,"['Spoken Weird', 'Spoken']"
960,Spoken,"['Spoken Weird', 'Spoken']"
961,Spoken,"['Spoken Weird', 'Spoken']"
962,Spoken,"['Spoken Weird', 'Spoken']"
963,Spoken,"['Spoken Weird', 'Spoken']"
964,Spoken,"['Spoken Weird', 'Spoken']"
